label=Displacement
num_items=200

0:	0.000000e+00 0.000000e+00 
148:	-1.137617e-02 6.146310e-03 
149:	0.000000e+00 0.000000e+00 
150:	1.151687e-02 -3.720236e-02 
151:	3.387057e-03 -3.273725e-02 
152:	-1.008755e-02 -3.078241e-02 
153:	-1.951010e-03 -2.925809e-02 
154:	-1.374667e-03 -2.488569e-02 
155:	2.404435e-03 -2.176655e-02 
156:	-8.852398e-04 -1.259714e-02 
157:	1.177834e-02 -2.529179e-02 
158:	7.876311e-04 1.163693e-02 
159:	0.000000e+00 0.000000e+00 
160:	7.354549e-03 -4.394713e-02 
161:	3.843773e-03 -4.045240e-02 
162:	-3.278337e-03 -3.662835e-02 
163:	5.039328e-03 -3.622178e-02 
164:	9.061229e-03 -3.287664e-02 
165:	1.112623e-02 -2.651895e-02 
166:	1.291471e-02 -2.150017e-02 
167:	1.598519e-02 3.392670e-03 
168:	-3.256039e-02 -2.221719e-02 
169:	0.000000e+00 0.000000e+00 
170:	1.813012e-02 -8.210197e-03 
171:	2.423838e-02 -1.869340e-02 
172:	9.284402e-03 -2.515339e-02 
173:	2.168327e-02 -2.864824e-02 
174:	2.115594e-02 -3.043548e-02 
175:	1.978371e-02 -3.436112e-02 
176:	2.390571e-02 -3.145459e-02 
177:	-1.702356e-02 -5.513303e-02 
178:	7.659766e-02 2.261742e-02 
179:	0.000000e+00 0.000000e+00 
180:	-1.778060e-02 4.976952e-02 
181:	-3.210733e-03 4.673963e-02 
182:	-8.938997e-04 4.766288e-02 
183:	3.525850e-03 3.898977e-02 
184:	2.701559e-03 3.172936e-02 
185:	6.667320e-03 2.906382e-02 
186:	-5.076276e-03 1.643786e-02 
187:	5.654501e-02 4.330772e-02 
188:	-4.840522e-02 -2.988928e-02 
189:	0.000000e+00 0.000000e+00 
190:	0.000000e+00 8.548089e-02 
191:	0.000000e+00 8.703666e-02 
192:	0.000000e+00 6.496297e-02 
193:	0.000000e+00 6.397772e-02 
194:	0.000000e+00 5.887642e-02 
195:	0.000000e+00 5.302363e-02 
196:	0.000000e+00 5.419753e-02 
197:	0.000000e+00 3.252597e-02 
198:	0.000000e+00 5.567114e-03 
199:	0.000000e+00 0.000000e+00 
