label=Displacement
num_items=648

0:	0.000000e+000 0.000000e+000 
73:	5.824195e-003 1.128709e-002 
74:	1.464833e-002 2.397806e-002 
75:	1.085693e-002 2.065849e-002 
76:	1.444519e-003 1.748141e-002 
77:	-7.622206e-003 1.799151e-002 
78:	-1.411507e-002 1.991161e-002 
79:	-1.782840e-002 2.081516e-002 
80:	-2.048818e-002 2.057448e-002 
81:	-2.304302e-002 2.036362e-002 
82:	-2.556491e-002 2.023310e-002 
83:	-2.804467e-002 2.010638e-002 
84:	-3.050560e-002 1.999269e-002 
85:	-3.294856e-002 1.987397e-002 
86:	-3.537760e-002 1.974372e-002 
87:	-3.779227e-002 1.959035e-002 
88:	-4.019069e-002 1.939941e-002 
89:	-4.137979e-002 1.927406e-002 
90:	0.000000e+000 2.368490e-002 
91:	1.490028e-002 4.049555e-002 
92:	1.935085e-002 3.490006e-002 
93:	1.102957e-002 2.843161e-002 
94:	-2.948428e-004 2.606739e-002 
95:	-9.000514e-003 2.670227e-002 
96:	-1.409293e-002 2.732085e-002 
97:	-1.721480e-002 2.702518e-002 
98:	-1.990126e-002 2.657433e-002 
99:	-2.255811e-002 2.631853e-002 
100:	-2.513330e-002 2.609628e-002 
101:	-2.766296e-002 2.591742e-002 
102:	-3.015767e-002 2.575192e-002 
103:	-3.262526e-002 2.558918e-002 
104:	-3.507116e-002 2.541655e-002 
105:	-3.749781e-002 2.522112e-002 
106:	-3.990649e-002 2.498651e-002 
107:	-4.110216e-002 2.483803e-002 
108:	0.000000e+000 1.033724e-001 
109:	1.143423e-002 5.559787e-002 
110:	9.159135e-003 4.094159e-002 
111:	2.886176e-003 3.444318e-002 
112:	-4.846110e-003 3.438401e-002 
113:	-1.051768e-002 3.437097e-002 
114:	-1.391726e-002 3.381749e-002 
115:	-1.665018e-002 3.310022e-002 
116:	-1.941587e-002 3.263432e-002 
117:	-2.209132e-002 3.227429e-002 
118:	-2.470137e-002 3.198780e-002 
119:	-2.726237e-002 3.174675e-002 
120:	-2.978105e-002 3.152936e-002 
121:	-3.226762e-002 3.132012e-002 
122:	-3.472723e-002 3.110511e-002 
123:	-3.716452e-002 3.087015e-002 
124:	-3.958306e-002 3.059867e-002 
125:	-4.078520e-002 3.043377e-002 
126:	0.000000e+000 8.388530e-002 
127:	-1.499092e-003 6.170710e-002 
128:	-2.140212e-003 4.283071e-002 
129:	-4.434515e-003 4.198357e-002 
130:	-7.974693e-003 4.165442e-002 
131:	-1.083509e-002 4.071231e-002 
132:	-1.349435e-002 3.983755e-002 
133:	-1.627429e-002 3.916784e-002 
134:	-1.900195e-002 3.865101e-002 
135:	-2.167246e-002 3.822636e-002 
136:	-2.429275e-002 3.788141e-002 
137:	-2.686424e-002 3.758399e-002 
138:	-2.939575e-002 3.731640e-002 
139:	-3.189292e-002 3.706205e-002 
140:	-3.436172e-002 3.680655e-002 
141:	-3.680705e-002 3.653582e-002 
142:	-3.923409e-002 3.623435e-002 
143:	-4.044197e-002 3.605901e-002 
144:	0.000000e+000 4.917569e-002 
145:	-1.062843e-003 4.941788e-002 
146:	-3.269153e-003 4.878407e-002 
147:	-5.656812e-003 4.826551e-002 
148:	-8.084022e-003 4.740485e-002 
149:	-1.059798e-002 4.654472e-002 
150:	-1.330317e-002 4.580662e-002 
151:	-1.598875e-002 4.516374e-002 
152:	-1.866413e-002 4.461300e-002 
153:	-2.130856e-002 4.415430e-002 
154:	-2.391489e-002 4.376103e-002 
155:	-2.648252e-002 4.341696e-002 
156:	-2.901425e-002 4.310455e-002 
157:	-3.151425e-002 4.280903e-002 
158:	-3.398696e-002 4.251690e-002 
159:	-3.643727e-002 4.221501e-002 
160:	-3.887083e-002 4.189005e-002 
161:	-4.008329e-002 4.170891e-002 
162:	0.000000e+000 5.450889e-002 
163:	-1.099557e-003 5.444275e-002 
164:	-3.301104e-003 5.422515e-002 
165:	-5.614336e-003 5.366400e-002 
166:	-8.030839e-003 5.303668e-002 
167:	-1.058042e-002 5.235886e-002 
168:	-1.315170e-002 5.169049e-002 
169:	-1.576663e-002 5.106987e-002 
170:	-1.838492e-002 5.052463e-002 
171:	-2.098952e-002 5.004192e-002 
172:	-2.356932e-002 4.961697e-002 
173:	-2.612086e-002 4.923580e-002 
174:	-2.864353e-002 4.888617e-002 
175:	-3.113927e-002 4.855545e-002 
176:	-3.361121e-002 4.823179e-002 
177:	-3.606343e-002 4.790390e-002 
178:	-3.850131e-002 4.756102e-002 
179:	-3.971703e-002 4.737724e-002 
180:	0.000000e+000 5.982021e-002 
181:	-1.111741e-003 5.984085e-002 
182:	-3.373111e-003 5.960030e-002 
183:	-5.678282e-003 5.921426e-002 
184:	-8.072553e-003 5.868619e-002 
185:	-1.051729e-002 5.809593e-002 
186:	-1.303458e-002 5.749283e-002 
187:	-1.558195e-002 5.691724e-002 
188:	-1.814417e-002 5.637871e-002 
189:	-2.070319e-002 5.588847e-002 
190:	-2.324989e-002 5.544225e-002 
191:	-2.577775e-002 5.503437e-002 
192:	-2.828483e-002 5.465563e-002 
193:	-3.077117e-002 5.429652e-002 
194:	-3.323856e-002 5.394723e-002 
195:	-3.569009e-002 5.359852e-002 
196:	-3.813020e-002 5.324226e-002 
197:	-3.934788e-002 5.305750e-002 
198:	0.000000e+000 6.525861e-002 
199:	-1.126797e-003 6.525251e-002 
200:	-3.387583e-003 6.508239e-002 
201:	-5.696061e-003 6.474878e-002 
202:	-8.048450e-003 6.430648e-002 
203:	-1.046518e-002 6.379267e-002 
204:	-1.292199e-002 6.325070e-002 
205:	-1.541326e-002 6.270646e-002 
206:	-1.792170e-002 6.218464e-002 
207:	-2.043638e-002 6.169293e-002 
208:	-2.294691e-002 6.123538e-002 
209:	-2.544779e-002 6.080922e-002 
210:	-2.793557e-002 6.040942e-002 
211:	-3.040933e-002 6.002885e-002 
212:	-3.286966e-002 5.965996e-002 
213:	-3.531855e-002 5.929539e-002 
214:	-3.775920e-002 5.892921e-002 
215:	-3.897778e-002 5.874389e-002 
216:	0.000000e+000 7.074316e-002 
217:	-1.126914e-003 7.074452e-002 
218:	-3.394095e-003 7.059414e-002 
219:	-5.684735e-003 7.031339e-002 
220:	-8.018247e-003 6.992576e-002 
221:	-1.038926e-002 6.946666e-002 
222:	-1.280060e-002 6.896602e-002 
223:	-1.524106e-002 6.845355e-002 
224:	-1.770245e-002 6.794685e-002 
225:	-2.017444e-002 6.745945e-002 
226:	-2.264998e-002 6.699665e-002 
227:	-2.512318e-002 6.655970e-002 
228:	-2.759064e-002 6.614586e-002 
229:	-3.005056e-002 6.575047e-002 
230:	-3.250264e-002 6.536770e-002 
231:	-3.494776e-002 6.499181e-002 
232:	-3.738778e-002 6.461829e-002 
233:	-3.860652e-002 6.443204e-002 
234:	0.000000e+000 7.627240e-002 
235:	-1.123116e-003 7.627205e-002 
236:	-3.375181e-003 7.614120e-002 
237:	-5.649203e-003 7.589030e-002 
238:	-7.950664e-003 7.554150e-002 
239:	-1.028706e-002 7.511984e-002 
240:	-1.265510e-002 7.465324e-002 
241:	-1.505186e-002 7.416434e-002 
242:	-1.747032e-002 7.367302e-002 
243:	-1.990440e-002 7.319189e-002 
244:	-2.234764e-002 7.272890e-002 
245:	-2.479527e-002 7.228682e-002 
246:	-2.724356e-002 7.186514e-002 
247:	-2.969026e-002 7.146075e-002 
248:	-3.213422e-002 7.106929e-002 
249:	-3.457533e-002 7.068608e-002 
250:	-3.701416e-002 7.030728e-002 
251:	-3.823270e-002 7.011937e-002 
252:	0.000000e+000 8.182625e-002 
253:	-1.110189e-003 8.182616e-002 
254:	-3.337011e-003 8.170639e-002 
255:	-5.579780e-003 8.147634e-002 
256:	-7.848088e-003 8.115298e-002 
257:	-1.014524e-002 8.075852e-002 
258:	-1.247333e-002 8.031565e-002 
259:	-1.482985e-002 7.984650e-002 
260:	-1.721134e-002 7.936866e-002 
261:	-1.961261e-002 7.889567e-002 
262:	-2.202875e-002 7.843583e-002 
263:	-2.445503e-002 7.799338e-002 
264:	-2.688762e-002 7.756887e-002 
265:	-2.932358e-002 7.716045e-002 
266:	-3.176099e-002 7.676468e-002 
267:	-3.419876e-002 7.637757e-002 
268:	-3.663646e-002 7.599530e-002 
269:	-3.785481e-002 7.580522e-002 
270:	0.000000e+000 8.739050e-002 
271:	-1.088747e-003 8.739045e-002 
272:	-3.271703e-003 8.727826e-002 
273:	-5.471295e-003 8.706200e-002 
274:	-7.695541e-003 8.675670e-002 
275:	-9.950626e-003 8.638155e-002 
276:	-1.223860e-002 8.595768e-002 
277:	-1.455927e-002 8.550481e-002 
278:	-1.690965e-002 8.504013e-002 
279:	-1.928560e-002 8.457656e-002 
280:	-2.168203e-002 8.412288e-002 
281:	-2.409395e-002 8.368370e-002 
282:	-2.651673e-002 8.326038e-002 
283:	-2.894656e-002 8.285173e-002 
284:	-3.138055e-002 8.245500e-002 
285:	-3.381674e-002 8.206657e-002 
286:	-3.625387e-002 8.168254e-002 
287:	-3.747229e-002 8.149053e-002 
288:	0.000000e+000 9.294816e-002 
289:	-1.054851e-003 9.294803e-002 
290:	-3.171715e-003 9.284184e-002 
291:	-5.308562e-003 9.263667e-002 
292:	-7.476491e-003 9.234617e-002 
293:	-9.682562e-003 9.198800e-002 
294:	-1.193050e-002 9.158130e-002 
295:	-1.421994e-002 9.114468e-002 
296:	-1.654786e-002 9.069411e-002 
297:	-1.890886e-002 9.024209e-002 
298:	-2.129663e-002 8.979716e-002 
299:	-2.370454e-002 8.936415e-002 
300:	-2.612647e-002 8.894476e-002 
301:	-2.855722e-002 8.853830e-002 
302:	-3.099274e-002 8.814254e-002 
303:	-3.343021e-002 8.775432e-002 
304:	-3.586798e-002 8.736972e-002 
305:	-3.708669e-002 8.717705e-002 
306:	0.000000e+000 9.571209e-002 
307:	-1.029239e-003 9.571216e-002 
308:	-3.096482e-003 9.560939e-002 
309:	-5.188772e-003 9.541093e-002 
310:	-7.319303e-003 9.512941e-002 
311:	-9.496825e-003 9.478152e-002 
312:	-1.172503e-002 9.438548e-002 
313:	-1.400310e-002 9.395893e-002 
314:	-1.632639e-002 9.351725e-002 
315:	-1.868796e-002 9.307252e-002 
316:	-2.107959e-002 9.263316e-002 
317:	-2.349308e-002 9.220406e-002 
318:	-2.592097e-002 9.178714e-002 
319:	-2.835710e-002 9.138200e-002 
320:	-3.079681e-002 9.098671e-002 
321:	-3.323689e-002 9.059842e-002 
322:	-3.567539e-002 9.021351e-002 
323:	-3.689405e-002 9.002089e-002 
324:	-9.744127e-003 0.000000e+000 
325:	-1.114912e-002 0.000000e+000 
326:	-1.232300e-002 0.000000e+000 
327:	-1.305193e-002 0.000000e+000 
328:	-1.365655e-002 0.000000e+000 
329:	-1.407092e-002 0.000000e+000 
330:	-1.415795e-002 0.000000e+000 
331:	-1.391808e-002 0.000000e+000 
332:	-1.049618e-002 0.000000e+000 
333:	-2.897517e-003 0.000000e+000 
334:	4.324288e-003 0.000000e+000 
335:	6.835219e-003 0.000000e+000 
336:	5.485268e-003 0.000000e+000 
337:	3.976471e-003 0.000000e+000 
338:	2.187903e-003 0.000000e+000 
339:	6.981677e-004 0.000000e+000 
340:	-6.812632e-007 0.000000e+000 
341:	0.000000e+000 0.000000e+000 
342:	-9.756690e-003 1.270055e-003 
343:	-1.115687e-002 1.019904e-003 
344:	-1.228920e-002 9.120332e-004 
345:	-1.289210e-002 9.603658e-004 
346:	-1.326370e-002 1.100269e-003 
347:	-1.329050e-002 1.319698e-003 
348:	-1.278626e-002 1.583161e-003 
349:	-1.174172e-002 1.988682e-003 
350:	-8.763577e-003 2.089911e-003 
351:	-3.800516e-003 2.298127e-003 
352:	5.657723e-004 1.946111e-003 
353:	2.327262e-003 1.597250e-003 
354:	2.463200e-003 7.509844e-004 
355:	2.194847e-003 2.226042e-004 
356:	1.313718e-003 2.137716e-005 
357:	3.919715e-004 2.362402e-005 
358:	1.313461e-005 -3.461889e-006 
359:	0.000000e+000 0.000000e+000 
360:	-9.686204e-003 3.836428e-003 
361:	-1.096251e-002 3.083560e-003 
362:	-1.194865e-002 2.706996e-003 
363:	-1.233117e-002 2.757648e-003 
364:	-1.232330e-002 3.067445e-003 
365:	-1.181511e-002 3.561484e-003 
366:	-1.064503e-002 4.150805e-003 
367:	-8.776384e-003 4.864980e-003 
368:	-6.637906e-003 5.181570e-003 
369:	-4.773189e-003 5.126673e-003 
370:	-3.365988e-003 4.370629e-003 
371:	-2.194064e-003 3.308394e-003 
372:	-7.947746e-004 1.733300e-003 
373:	6.490450e-006 6.407750e-004 
374:	1.819455e-004 1.439193e-004 
375:	1.805066e-005 9.512828e-005 
376:	1.095668e-005 -2.200953e-006 
377:	0.000000e+000 0.000000e+000 
378:	-9.516448e-003 6.442749e-003 
379:	-1.054931e-002 5.217204e-003 
380:	-1.133955e-002 4.523629e-003 
381:	-1.154102e-002 4.486514e-003 
382:	-1.128714e-002 4.825904e-003 
383:	-1.052159e-002 5.423671e-003 
384:	-9.175453e-003 6.084555e-003 
385:	-7.403514e-003 6.792617e-003 
386:	-5.889963e-003 6.968672e-003 
387:	-4.652991e-003 6.393669e-003 
388:	-3.439034e-003 5.173094e-003 
389:	-2.316908e-003 3.793858e-003 
390:	-1.473933e-003 2.253677e-003 
391:	-9.105301e-004 1.019893e-003 
392:	-5.213242e-004 3.470943e-004 
393:	-2.322861e-004 1.499080e-004 
394:	-2.982599e-005 1.766180e-005 
395:	0.000000e+000 0.000000e+000 
396:	-9.242483e-003 9.059409e-003 
397:	-9.929903e-003 7.423476e-003 
398:	-1.046891e-002 6.416527e-003 
399:	-1.057196e-002 6.167805e-003 
400:	-1.016020e-002 6.415363e-003 
401:	-9.343536e-003 6.969234e-003 
402:	-8.279808e-003 7.442099e-003 
403:	-7.093346e-003 7.851410e-003 
404:	-5.846306e-003 7.873601e-003 
405:	-4.673593e-003 7.180017e-003 
406:	-3.464086e-003 5.694849e-003 
407:	-2.464785e-003 4.101490e-003 
408:	-1.628547e-003 2.601040e-003 
409:	-9.455106e-004 1.293286e-003 
410:	-4.004137e-004 4.918816e-004 
411:	-1.246102e-004 1.480928e-004 
412:	-2.664293e-005 4.076076e-005 
413:	0.000000e+000 0.000000e+000 
414:	-8.864710e-003 1.164775e-002 
415:	-9.129636e-003 9.720672e-003 
416:	-9.377968e-003 8.416405e-003 
417:	-9.366780e-003 7.960013e-003 
418:	-9.130546e-003 7.828868e-003 
419:	-8.630101e-003 8.032998e-003 
420:	-7.914052e-003 8.276605e-003 
421:	-7.080968e-003 8.372419e-003 
422:	-6.173265e-003 8.119154e-003 
423:	-5.197159e-003 7.215956e-003 
424:	-4.033463e-003 5.778802e-003 
425:	-2.754557e-003 4.094918e-003 
426:	-1.676144e-003 2.712657e-003 
427:	-8.535119e-004 1.496607e-003 
428:	-3.390248e-004 6.181464e-004 
429:	-3.774700e-005 1.369648e-004 
430:	-4.631814e-006 1.316415e-005 
431:	0.000000e+000 0.000000e+000 
432:	-8.386896e-003 1.418310e-002 
433:	-8.193728e-003 1.207187e-002 
434:	-8.068544e-003 1.065918e-002 
435:	-8.331717e-003 9.627050e-003 
436:	-8.538001e-003 8.913423e-003 
437:	-8.512618e-003 8.641322e-003 
438:	-8.272310e-003 8.539628e-003 
439:	-7.977455e-003 8.163030e-003 
440:	-7.198294e-003 7.671001e-003 
441:	-5.977575e-003 6.866878e-003 
442:	-4.620124e-003 5.666962e-003 
443:	-3.171619e-003 4.050412e-003 
444:	-1.895165e-003 2.495069e-003 
445:	-9.402266e-004 1.380991e-003 
446:	-4.138247e-004 6.136273e-004 
447:	-1.491024e-004 1.833814e-004 
448:	1.921503e-005 -1.051879e-005 
449:	0.000000e+000 0.000000e+000 
450:	-7.815951e-003 1.660405e-002 
451:	-7.107390e-003 1.456119e-002 
452:	-6.925357e-003 1.277204e-002 
453:	-7.506655e-003 1.121308e-002 
454:	-8.247513e-003 9.884504e-003 
455:	-9.063411e-003 8.728887e-003 
456:	-9.387041e-003 8.146139e-003 
457:	-9.118140e-003 7.830780e-003 
458:	-8.355502e-003 7.262465e-003 
459:	-7.085002e-003 6.329014e-003 
460:	-5.493335e-003 5.032302e-003 
461:	-3.859941e-003 3.723596e-003 
462:	-2.351417e-003 2.398861e-003 
463:	-1.216694e-003 1.299030e-003 
464:	-4.422674e-004 5.762193e-004 
465:	-1.218905e-004 1.832665e-004 
466:	-4.832692e-005 3.305417e-005 
467:	0.000000e+000 0.000000e+000 
468:	-7.164890e-003 1.889139e-002 
469:	-6.102615e-003 1.687255e-002 
470:	-5.941081e-003 1.481419e-002 
471:	-6.799574e-003 1.281727e-002 
472:	-8.318827e-003 1.064423e-002 
473:	-9.786657e-003 8.797692e-003 
474:	-1.068422e-002 7.704855e-003 
475:	-1.062256e-002 7.208167e-003 
476:	-1.006728e-002 6.558141e-003 
477:	-8.787058e-003 5.714396e-003 
478:	-6.830321e-003 4.673603e-003 
479:	-4.756236e-003 3.433508e-003 
480:	-2.932025e-003 2.287068e-003 
481:	-1.571735e-003 1.285728e-003 
482:	-7.523826e-004 5.613286e-004 
483:	-2.214877e-004 1.624905e-004 
484:	1.532681e-005 1.064672e-005 
485:	0.000000e+000 0.000000e+000 
486:	-6.496243e-003 2.089493e-002 
487:	-5.168655e-003 1.907006e-002 
488:	-5.052351e-003 1.684694e-002 
489:	-6.276138e-003 1.437256e-002 
490:	-8.361399e-003 1.149870e-002 
491:	-1.044311e-002 9.151851e-003 
492:	-1.205346e-002 7.375408e-003 
493:	-1.293530e-002 6.182191e-003 
494:	-1.225295e-002 5.675203e-003 
495:	-1.061774e-002 5.124074e-003 
496:	-8.544532e-003 4.336001e-003 
497:	-6.125159e-003 3.343211e-003 
498:	-3.898750e-003 2.237018e-003 
499:	-2.092060e-003 1.298799e-003 
500:	-8.298867e-004 6.020042e-004 
501:	-2.424297e-004 1.851231e-004 
502:	-3.605909e-005 7.789666e-007 
503:	0.000000e+000 0.000000e+000 
504:	-5.765994e-003 2.266576e-002 
505:	-4.289997e-003 2.114955e-002 
506:	-4.213126e-003 1.893877e-002 
507:	-5.755139e-003 1.611745e-002 
508:	-8.283368e-003 1.261671e-002 
509:	-1.110815e-002 9.433739e-003 
510:	-1.361137e-002 6.937896e-003 
511:	-1.494162e-002 5.421761e-003 
512:	-1.476288e-002 4.618651e-003 
513:	-1.315733e-002 4.243133e-003 
514:	-1.052952e-002 3.810259e-003 
515:	-7.750103e-003 3.088119e-003 
516:	-5.005806e-003 2.195268e-003 
517:	-2.738191e-003 1.260137e-003 
518:	-1.289421e-003 5.871203e-004 
519:	-4.225501e-004 1.999366e-004 
520:	-5.550783e-005 5.701309e-005 
521:	0.000000e+000 0.000000e+000 
522:	-4.962360e-003 2.420980e-002 
523:	-3.430276e-003 2.314359e-002 
524:	-3.355893e-003 2.117547e-002 
525:	-5.063660e-003 1.826250e-002 
526:	-7.970216e-003 1.422455e-002 
527:	-1.172000e-002 9.788661e-003 
528:	-1.506718e-002 6.097499e-003 
529:	-1.663295e-002 4.400933e-003 
530:	-1.679319e-002 3.589338e-003 
531:	-1.560571e-002 3.223316e-003 
532:	-1.306217e-002 3.013140e-003 
533:	-9.459492e-003 2.781582e-003 
534:	-5.948969e-003 2.177704e-003 
535:	-3.404848e-003 1.407168e-003 
536:	-1.520757e-003 6.590801e-004 
537:	-4.405556e-004 1.871318e-004 
538:	1.044142e-005 -3.192474e-005 
539:	0.000000e+000 0.000000e+000 
540:	-4.090964e-003 2.554112e-002 
541:	-2.662415e-003 2.488448e-002 
542:	-2.347206e-003 2.371285e-002 
543:	-4.083473e-003 2.090150e-002 
544:	-7.343128e-003 1.642447e-002 
545:	-1.161366e-002 1.100559e-002 
546:	-1.545116e-002 6.287478e-003 
547:	-1.808469e-002 3.081299e-003 
548:	-1.901579e-002 1.686092e-003 
549:	-1.755870e-002 1.458137e-003 
550:	-1.431757e-002 1.765418e-003 
551:	-1.031963e-002 2.097667e-003 
552:	-6.938432e-003 1.968766e-003 
553:	-3.870085e-003 1.345097e-003 
554:	-1.593317e-003 6.467976e-004 
555:	-3.913718e-004 2.024287e-004 
556:	-3.744617e-005 3.221384e-005 
557:	0.000000e+000 0.000000e+000 
558:	-3.192453e-003 2.663193e-002 
559:	-1.902489e-003 2.639282e-002 
560:	-1.524219e-003 2.596932e-002 
561:	-2.782307e-003 2.393945e-002 
562:	-5.899596e-003 1.960481e-002 
563:	-1.039531e-002 1.357291e-002 
564:	-1.445250e-002 7.751827e-003 
565:	-1.784349e-002 3.055923e-003 
566:	-1.946975e-002 2.658922e-005 
567:	-1.849586e-002 -1.113328e-003 
568:	-1.487176e-002 -9.564229e-004 
569:	-1.075229e-002 -1.069999e-004 
570:	-6.801737e-003 7.088530e-004 
571:	-3.290522e-003 1.047305e-003 
572:	-1.226387e-003 7.732778e-004 
573:	-3.675968e-004 3.395877e-004 
574:	-1.103547e-004 5.862216e-005 
575:	0.000000e+000 0.000000e+000 
576:	-2.258616e-003 2.744679e-002 
577:	-1.253674e-003 2.757775e-002 
578:	-8.216026e-004 2.775216e-002 
579:	-1.782047e-003 2.634232e-002 
580:	-4.220840e-003 2.290570e-002 
581:	-7.917163e-003 1.735692e-002 
582:	-1.190484e-002 1.033679e-002 
583:	-1.610886e-002 2.702782e-003 
584:	-1.812864e-002 -2.269019e-003 
585:	-1.728017e-002 -4.413751e-003 
586:	-1.407347e-002 -4.910719e-003 
587:	-1.029524e-002 -4.429189e-003 
588:	-5.849429e-003 -2.714463e-003 
589:	-2.337335e-003 -8.480410e-004 
590:	-5.712769e-004 1.559287e-004 
591:	-2.472869e-004 2.428397e-004 
592:	-2.658415e-005 5.467098e-005 
593:	0.000000e+000 0.000000e+000 
594:	-1.335154e-003 2.795952e-002 
595:	-6.881662e-004 2.835789e-002 
596:	-3.397655e-004 2.889359e-002 
597:	-9.185764e-004 2.818030e-002 
598:	-2.513043e-003 2.592997e-002 
599:	-5.126599e-003 2.138819e-002 
600:	-8.183368e-003 1.426729e-002 
601:	-1.193041e-002 4.751663e-003 
602:	-1.408117e-002 -3.706628e-003 
603:	-1.457373e-002 -9.325233e-003 
604:	-1.244318e-002 -1.159681e-002 
605:	-9.295802e-003 -1.138624e-002 
606:	-4.374632e-003 -1.040558e-002 
607:	-1.135027e-003 -8.109703e-003 
608:	1.203886e-004 -4.766395e-003 
609:	-1.351731e-004 -1.458509e-003 
610:	2.637966e-005 -1.519438e-004 
611:	0.000000e+000 0.000000e+000 
612:	-4.350343e-004 2.817312e-002 
613:	-2.156916e-004 2.868717e-002 
614:	-5.180047e-005 2.934548e-002 
615:	-2.464306e-004 2.930955e-002 
616:	-7.952899e-004 2.870784e-002 
617:	-1.833738e-003 2.606625e-002 
618:	-3.088714e-003 2.020791e-002 
619:	-5.018404e-003 1.130514e-002 
620:	-5.804238e-003 -1.873527e-003 
621:	-6.726135e-003 -1.965438e-002 
622:	-5.648376e-003 -3.319857e-002 
623:	-4.589100e-003 -3.563259e-002 
624:	-1.806679e-003 -3.026493e-002 
625:	-2.341020e-004 -2.295241e-002 
626:	3.524347e-004 -1.285843e-002 
627:	-9.040884e-006 -3.977671e-003 
628:	4.683819e-005 -9.809129e-005 
629:	0.000000e+000 0.000000e+000 
630:	0.000000e+000 2.813742e-002 
631:	0.000000e+000 2.863584e-002 
632:	0.000000e+000 2.922526e-002 
633:	0.000000e+000 2.949096e-002 
634:	0.000000e+000 2.985592e-002 
635:	0.000000e+000 2.862705e-002 
636:	0.000000e+000 2.422762e-002 
637:	0.000000e+000 1.677871e-002 
638:	0.000000e+000 8.989356e-004 
639:	0.000000e+000 -2.680057e-002 
640:	0.000000e+000 -5.086759e-002 
641:	0.000000e+000 -5.663874e-002 
642:	0.000000e+000 -4.694132e-002 
643:	0.000000e+000 -3.496536e-002 
644:	0.000000e+000 -1.951098e-002 
645:	0.000000e+000 -6.140712e-003 
646:	0.000000e+000 1.318481e-005 
647:	0.000000e+000 0.000000e+000 
